mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_split,param_n_estimators,params,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error
0.8534043788909912,0.15790557741097921,1.0068061828613282,0.2289593380026844,3,2,100,"{'max_depth': 3, 'min_samples_split': 2, 'n_estimators': 100}",-0.2363210190566842,-0.24320047455076038,-0.23421138141206427,-0.2397770858810063,-0.23710325682549227,-0.23812264354520146,0.0031017581697990676,235
1.2506112098693847,0.4011864419034624,0.9412046909332276,0.4636007280761746,3,2,200,"{'max_depth': 3, 'min_samples_split': 2, 'n_estimators': 200}",-0.2362368083635714,-0.24319541391969934,-0.23420143848825753,-0.23967697393290152,-0.23724044452222282,-0.23811021584533054,0.0030938218608999343,229
1.5822127342224122,0.5196715585147557,1.5106099605560304,0.2852061119412102,3,2,300,"{'max_depth': 3, 'min_samples_split': 2, 'n_estimators': 300}",-0.23624491347403337,-0.24314596935633337,-0.2341794848153474,-0.23958168410322134,-0.23725482553322705,-0.23808137545643251,0.00307185824444678,223
1.4166082382202148,0.565172095179353,1.1688077449798584,0.9492765538988682,3,2,400,"{'max_depth': 3, 'min_samples_split': 2, 'n_estimators': 400}",-0.236305823174675,-0.2431155001695214,-0.23407085661553295,-0.23952285445088947,-0.23720283090441857,-0.2380435730630075,0.003079669333613197,217
0.5818044662475585,0.10293033546641489,0.022001123428344725,0.033080119277799934,3,7,100,"{'max_depth': 3, 'min_samples_split': 7, 'n_estimators': 100}",-0.2363210190566842,-0.24320047455076038,-0.23421138141206427,-0.2397770858810063,-0.23710325682549227,-0.23812264354520146,0.0031017581697990676,235
0.7002048015594482,0.2697006026635688,0.040999841690063474,0.061670222321843396,3,7,200,"{'max_depth': 3, 'min_samples_split': 7, 'n_estimators': 200}",-0.2362368083635714,-0.24319541391969934,-0.23420143848825753,-0.23967697393290152,-0.23724044452222282,-0.23811021584533054,0.0030938218608999343,229
0.9828034400939941,0.1611965505608177,0.07600212097167969,0.12079267667857785,3,7,300,"{'max_depth': 3, 'min_samples_split': 7, 'n_estimators': 300}",-0.23624491347403337,-0.24314596935633337,-0.2341794848153474,-0.23958168410322134,-0.23725482553322705,-0.23808137545643251,0.00307185824444678,223
1.23080735206604,0.5303146509910376,0.17660679817199706,0.1428520782635008,3,7,400,"{'max_depth': 3, 'min_samples_split': 7, 'n_estimators': 400}",-0.236305823174675,-0.2431155001695214,-0.23407085661553295,-0.23952285445088947,-0.23720283090441857,-0.2380435730630075,0.003079669333613197,217
0.6292236328125,0.4197763450369142,0.09338335990905762,0.17081780118594705,3,12,100,"{'max_depth': 3, 'min_samples_split': 12, 'n_estimators': 100}",-0.2363210190566842,-0.24320047455076038,-0.23421138141206427,-0.2397770858810063,-0.23710325682549227,-0.23812264354520146,0.0031017581697990676,235
1.3398138999938964,0.7091960796436976,0.2684043884277344,0.20471941462026155,3,12,200,"{'max_depth': 3, 'min_samples_split': 12, 'n_estimators': 200}",-0.2362368083635714,-0.24319541391969934,-0.23420143848825753,-0.23967697393290152,-0.23724044452222282,-0.23811021584533054,0.0030938218608999343,229
1.5832099914550781,0.6964423197245123,0.11420836448669433,0.08771721581167574,3,12,300,"{'max_depth': 3, 'min_samples_split': 12, 'n_estimators': 300}",-0.23624491347403337,-0.24314596935633337,-0.2341794848153474,-0.23958168410322134,-0.23725482553322705,-0.23808137545643251,0.00307185824444678,223
1.6378135204315185,0.5331375695036108,0.22579989433288575,0.248196720468443,3,12,400,"{'max_depth': 3, 'min_samples_split': 12, 'n_estimators': 400}",-0.236305823174675,-0.2431155001695214,-0.23407085661553295,-0.23952285445088947,-0.23720283090441857,-0.2380435730630075,0.003079669333613197,217
0.7413923740386963,0.31113671870107984,0.009000539779663086,1.7389853028116675e-06,3,17,100,"{'max_depth': 3, 'min_samples_split': 17, 'n_estimators': 100}",-0.2363210190566842,-0.24320047455076038,-0.23421138141206427,-0.2397770858810063,-0.23710325682549227,-0.23812264354520146,0.0031017581697990676,235
0.8943385124206543,0.2512914423724707,0.0283994197845459,0.03635890317828861,3,17,200,"{'max_depth': 3, 'min_samples_split': 17, 'n_estimators': 200}",-0.2362368083635714,-0.24319541391969934,-0.23420143848825753,-0.23967697393290152,-0.23724044452222282,-0.23811021584533054,0.0030938218608999343,229
1.0918062210083008,0.4608745620697886,0.11981043815612794,0.17322376769286335,3,17,300,"{'max_depth': 3, 'min_samples_split': 17, 'n_estimators': 300}",-0.23624491347403337,-0.24314596935633337,-0.2341794848153474,-0.23958168410322134,-0.23725482553322705,-0.23808137545643251,0.00307185824444678,223
1.56384220123291,0.3925140035517166,0.03233671188354492,0.017515443065369417,3,17,400,"{'max_depth': 3, 'min_samples_split': 17, 'n_estimators': 400}",-0.236305823174675,-0.2431155001695214,-0.23407085661553295,-0.23952285445088947,-0.23720283090441857,-0.2380435730630075,0.003079669333613197,217
1.045409870147705,0.4341397552607165,0.010400676727294922,0.0016236100048499537,3,22,100,"{'max_depth': 3, 'min_samples_split': 22, 'n_estimators': 100}",-0.2363210190566842,-0.24320047455076038,-0.23421138141206427,-0.2397770858810063,-0.23710325682549227,-0.23812264354520146,0.0031017581697990676,235
1.411411714553833,0.3804060991564958,0.26900949478149416,0.31440888236667164,3,22,200,"{'max_depth': 3, 'min_samples_split': 22, 'n_estimators': 200}",-0.2362368083635714,-0.24319541391969934,-0.23420143848825753,-0.23967697393290152,-0.23724044452222282,-0.23811021584533054,0.0030938218608999343,229
1.0685882091522216,0.3582071073538739,0.029399681091308593,0.0017411033222108374,3,22,300,"{'max_depth': 3, 'min_samples_split': 22, 'n_estimators': 300}",-0.23624491347403337,-0.24314596935633337,-0.2341794848153474,-0.23958168410322134,-0.23725482553322705,-0.23808137545643251,0.00307185824444678,223
1.811816120147705,0.6563652665684908,0.41100130081176756,0.38645318326836614,3,22,400,"{'max_depth': 3, 'min_samples_split': 22, 'n_estimators': 400}",-0.236305823174675,-0.2431155001695214,-0.23407085661553295,-0.23952285445088947,-0.23720283090441857,-0.2380435730630075,0.003079669333613197,217
0.6430030822753906,0.2966221510794982,0.10459814071655274,0.146402616429047,3,27,100,"{'max_depth': 3, 'min_samples_split': 27, 'n_estimators': 100}",-0.2363210190566842,-0.24320047455076038,-0.23421138141206427,-0.2397770858810063,-0.23710325682549227,-0.23812264354520146,0.0031017581697990676,235
1.6542081832885742,0.29223090903422877,0.017200946807861328,0.0017190356653868084,3,27,200,"{'max_depth': 3, 'min_samples_split': 27, 'n_estimators': 200}",-0.2362368083635714,-0.24319541391969934,-0.23420143848825753,-0.23967697393290152,-0.23724044452222282,-0.23811021584533054,0.0030938218608999343,229
1.9568775653839112,0.2528377499017289,0.026400232315063478,0.005783666551433982,3,27,300,"{'max_depth': 3, 'min_samples_split': 27, 'n_estimators': 300}",-0.23624491347403337,-0.24314596935633337,-0.2341794848153474,-0.23958168410322134,-0.23725482553322705,-0.23808137545643251,0.00307185824444678,223
2.770845079421997,0.3868529435583874,0.042798423767089845,0.00601417884766798,3,27,400,"{'max_depth': 3, 'min_samples_split': 27, 'n_estimators': 400}",-0.236305823174675,-0.2431155001695214,-0.23407085661553295,-0.23952285445088947,-0.23720283090441857,-0.2380435730630075,0.003079669333613197,217
1.1566067695617677,0.19699765073903172,0.03059678077697754,0.009972810496612262,8,2,100,"{'max_depth': 8, 'min_samples_split': 2, 'n_estimators': 100}",-0.19010700425407517,-0.19703418104955728,-0.19404275451065967,-0.19429579920626291,-0.19421215484225443,-0.1939383787725619,0.0022125559625295775,199
1.798203468322754,0.3519405222250897,0.800807523727417,0.24565415307502228,8,2,200,"{'max_depth': 8, 'min_samples_split': 2, 'n_estimators': 200}",-0.18972026088688723,-0.19700560396223576,-0.19412584710831132,-0.1945963038957224,-0.19416848752424182,-0.1939233006754797,0.0023545790281387638,198
4.20182991027832,0.6314251223915077,0.6760026931762695,0.31968470151568396,8,2,300,"{'max_depth': 8, 'min_samples_split': 2, 'n_estimators': 300}",-0.1897455260614594,-0.19691368733404252,-0.19405657120309927,-0.19451591917190142,-0.19405805859527533,-0.19385795247315557,0.002313524521949524,195
5.245437335968018,0.47814393389449755,0.9940064430236817,0.12234497748376645,8,2,400,"{'max_depth': 8, 'min_samples_split': 2, 'n_estimators': 400}",-0.18971733356810228,-0.19685931298681184,-0.1939702389118666,-0.19444456417263511,-0.19397066475761598,-0.19379242287940635,0.002302209582157456,193
2.6498204708099364,0.43663402213624314,0.23780150413513185,0.41512090060734735,8,7,100,"{'max_depth': 8, 'min_samples_split': 7, 'n_estimators': 100}",-0.19016474782829684,-0.19703656911684597,-0.1940877837205725,-0.19437206049717387,-0.1941678143335245,-0.19396579509928275,0.002195375047296576,202
2.4020150661468507,0.6200089273775454,0.5628061771392823,0.3580400304094987,8,7,200,"{'max_depth': 8, 'min_samples_split': 7, 'n_estimators': 200}",-0.18976480824400074,-0.19701674571721142,-0.1941639465310877,-0.19466265424525078,-0.19417605868549198,-0.1939568426846085,0.0023462854445945092,200
3.554628324508667,0.7170213200215442,0.7862019062042236,0.6712029288772612,8,7,300,"{'max_depth': 8, 'min_samples_split': 7, 'n_estimators': 300}",-0.18979305136857003,-0.19692079625782927,-0.19409399949299336,-0.19458994890685186,-0.19407707281074765,-0.19389497376739842,0.0023037851833494737,196
3.6636260509490968,0.46196040505115454,0.7532047271728516,0.3410832625084332,8,7,400,"{'max_depth': 8, 'min_samples_split': 7, 'n_estimators': 400}",-0.18977177527258174,-0.19686407064617822,-0.19401169404550841,-0.19451392648691865,-0.193992798178874,-0.1938308529260122,0.002289193761984435,194
2.293615436553955,0.4808412627405443,0.18160099983215333,0.30570723384730114,8,12,100,"{'max_depth': 8, 'min_samples_split': 12, 'n_estimators': 100}",-0.19025569062001857,-0.19714285366772627,-0.1941886737486462,-0.19445719036274756,-0.19421571969496546,-0.1940520256188208,0.0021988635420463177,206
2.6518195152282713,0.39866158478471997,0.8030077934265136,0.43051883520425016,8,12,200,"{'max_depth': 8, 'min_samples_split': 12, 'n_estimators': 200}",-0.18985830496743575,-0.19709778440239795,-0.1942234309682727,-0.1947393392606209,-0.19422048378022974,-0.19402786867579142,0.002340563165918779,204
4.523633718490601,0.6636305730705166,0.912205696105957,0.041739741718096905,8,12,300,"{'max_depth': 8, 'min_samples_split': 12, 'n_estimators': 300}",-0.1898638412189613,-0.19699540494119722,-0.19415416428579274,-0.19466349587677803,-0.1941183988319057,-0.193959061030927,0.0023043390339392562,201
4.298632860183716,0.5631130829853793,1.0608342647552491,0.5858444809510395,8,12,400,"{'max_depth': 8, 'min_samples_split': 12, 'n_estimators': 400}",-0.18984498359991883,-0.19693477831087353,-0.194071267283267,-0.19458701767693437,-0.19404315975220202,-0.19389624132463917,0.0022880029391703924,197
2.333215618133545,0.5392100170130248,0.029801607131958008,0.008841806990571948,8,17,100,"{'max_depth': 8, 'min_samples_split': 17, 'n_estimators': 100}",-0.19035934728747486,-0.1972754879813907,-0.19422813189367227,-0.19455961932970306,-0.19425516607738375,-0.19413555051392492,0.002205521782366257,210
1.9600146293640137,0.11979007386306345,0.5210038185119629,0.3569986513515674,8,17,200,"{'max_depth': 8, 'min_samples_split': 17, 'n_estimators': 200}",-0.18992619319512835,-0.19718967134453888,-0.1942417153390342,-0.19482876781311606,-0.19428302356057658,-0.1940938742504788,0.002347391233863638,208
3.6066254138946534,0.4871636784175031,0.7396018028259277,0.40954620102843425,8,17,300,"{'max_depth': 8, 'min_samples_split': 17, 'n_estimators': 300}",-0.18994081497535284,-0.1971006097921996,-0.1942055422954844,-0.19475706164987885,-0.1941842502969922,-0.19403765580198157,0.0023122721509191515,205
4.434031534194946,0.4633035706210474,1.1302704334259033,0.35858887362007635,8,17,400,"{'max_depth': 8, 'min_samples_split': 17, 'n_estimators': 400}",-0.1899412221292246,-0.1970295565305276,-0.19414388432154883,-0.19466659190198574,-0.19411673036943639,-0.19397959705054463,0.0022859782420292353,203
2.6342172622680664,0.4245030493098175,0.03560152053833008,0.00581515023033883,8,22,100,"{'max_depth': 8, 'min_samples_split': 22, 'n_estimators': 100}",-0.1904517504975673,-0.19741667352056438,-0.19429391884749775,-0.19463604113438232,-0.1943043415656787,-0.1942205451131381,0.0022182917817606773,213
1.9156154155731202,0.6398685990491807,0.6738282680511475,0.27211232409169633,8,22,200,"{'max_depth': 8, 'min_samples_split': 22, 'n_estimators': 200}",-0.19004567837690212,-0.19730692401850883,-0.19432987303567545,-0.19488050986027802,-0.19431901171776844,-0.19417639940182657,0.0023410555110057654,211
3.2610224723815917,0.4674879537830381,0.9728070735931397,0.05269213435573951,8,22,300,"{'max_depth': 8, 'min_samples_split': 22, 'n_estimators': 300}",-0.19006397608541092,-0.19722600195847428,-0.194297362079284,-0.19481033713850138,-0.1942275365216066,-0.19412504275665546,0.0023072944237887204,209
3.879226875305176,0.7706676493222208,1.205610704421997,0.44016528315858217,8,22,400,"{'max_depth': 8, 'min_samples_split': 22, 'n_estimators': 400}",-0.19005775471040717,-0.1971700985598407,-0.19424494470977738,-0.19472844040509077,-0.1941709845826977,-0.19407444459356274,0.002288360630539001,207
2.0818132877349855,0.29737106942687674,0.03420066833496094,0.005155586836860545,8,27,100,"{'max_depth': 8, 'min_samples_split': 27, 'n_estimators': 100}",-0.19055962447963395,-0.19752855515331394,-0.19442461811646372,-0.1947081741345303,-0.19437872980114615,-0.19431994033701758,0.0022181218860459723,216
2.5634198665618895,0.48284149763534673,0.9610049247741699,0.06880947977627656,8,27,200,"{'max_depth': 8, 'min_samples_split': 27, 'n_estimators': 200}",-0.19018768788521356,-0.1974194930340454,-0.1944681047812322,-0.1949468962468584,-0.19442227676928506,-0.19428889174332692,0.002328236084765673,215
4.14302978515625,0.7002449889663395,0.8858057975769043,0.16016313751255568,8,27,300,"{'max_depth': 8, 'min_samples_split': 27, 'n_estimators': 300}",-0.1902204475371736,-0.19735780619346163,-0.19444362834826842,-0.19488999604555557,-0.19434249666411652,-0.19425087495771515,0.002295708651701535,214
4.50382924079895,0.4265368677422073,0.9818083763122558,0.13151320624818766,8,27,400,"{'max_depth': 8, 'min_samples_split': 27, 'n_estimators': 400}",-0.1901997275037153,-0.1972999146264439,-0.1943874960757718,-0.19479738794823348,-0.19428876902587935,-0.19419465903600874,0.002280851384258552,212
3.0938227653503416,0.6012164060243467,0.9324984550476074,0.20402862869089072,13,2,100,"{'max_depth': 13, 'min_samples_split': 2, 'n_estimators': 100}",-0.177824192572315,-0.18307470220508051,-0.18137533928667646,-0.18041312753812228,-0.18011318148811792,-0.18056010861806243,0.0017143141986019047,138
5.337038803100586,1.5949535375058985,1.6308098793029786,0.7138945770528449,13,2,200,"{'max_depth': 13, 'min_samples_split': 2, 'n_estimators': 200}",-0.17717269233130226,-0.18249034737005776,-0.1814794735383413,-0.18049936562884428,-0.17959871429487756,-0.1802481186326846,0.0018158701824008772,115
7.693650960922241,0.5405077979651928,1.706013059616089,0.836676080834841,13,2,300,"{'max_depth': 13, 'min_samples_split': 2, 'n_estimators': 300}",-0.17729055435034324,-0.18210977049439234,-0.18114728579836414,-0.1805532313813567,-0.17942287352190972,-0.1801047431092732,0.0016548580790454557,107
9.513266563415527,0.44905077102920776,2.450217294692993,0.4868977552775955,13,2,400,"{'max_depth': 13, 'min_samples_split': 2, 'n_estimators': 400}",-0.17709642227493216,-0.18207486483244625,-0.18103456378271204,-0.18051007828373497,-0.17932719112477782,-0.18000862405972065,0.0017040322570313746,106
5.1438311576843265,1.0963922906434598,0.8988067150115967,0.2049713785874938,13,7,100,"{'max_depth': 13, 'min_samples_split': 7, 'n_estimators': 100}",-0.17799612962145417,-0.1832220404241446,-0.1815733030638269,-0.18067254680536332,-0.1801398056112392,-0.18072076510520566,0.00171736289987937,142
3.5470212936401366,1.4713484726660966,1.1256107330322265,0.2760994095243136,13,7,200,"{'max_depth': 13, 'min_samples_split': 7, 'n_estimators': 200}",-0.17746908028607192,-0.182666510421888,-0.18160517778224342,-0.18070050219540654,-0.1798215959124966,-0.1804525733196213,0.001765833878768732,131
5.563640069961548,1.1561942336764364,1.2956079483032226,0.15088507916254879,13,7,300,"{'max_depth': 13, 'min_samples_split': 7, 'n_estimators': 300}",-0.17756224611127597,-0.18235049633542175,-0.18131552065544512,-0.1807347856100819,-0.1797055591716389,-0.18033372157677272,0.0016289767634864523,123
7.36245174407959,0.7156836959412897,2.5274184703826905,0.17318798030417384,13,7,400,"{'max_depth': 13, 'min_samples_split': 7, 'n_estimators': 400}",-0.17739781292222043,-0.18229393265766095,-0.1812123980150775,-0.18067870675682757,-0.17956204947451967,-0.18022897996526124,0.0016669551868413847,108
3.7054250240325928,0.6798501188255576,0.2576424598693848,0.384435037769043,13,12,100,"{'max_depth': 13, 'min_samples_split': 12, 'n_estimators': 100}",-0.178548058726685,-0.1837280641531397,-0.18200272078382054,-0.18121810011316977,-0.18063931411963247,-0.18122725157928948,0.0016958328080297527,173
4.5716307163238525,0.11733951462421081,1.196810245513916,0.10319088072117083,13,12,200,"{'max_depth': 13, 'min_samples_split': 12, 'n_estimators': 200}",-0.1780238787848314,-0.18316977658304548,-0.18209642778625407,-0.1811465981370039,-0.1802716416949114,-0.18094166459720926,0.0017494206776215925,157
4.94063401222229,0.8323503464337481,1.7164126873016357,0.3466810599002503,13,12,300,"{'max_depth': 13, 'min_samples_split': 12, 'n_estimators': 300}",-0.17802347034541854,-0.18288243832462917,-0.18178006837590127,-0.18111177170818932,-0.18015379818557226,-0.1807903093879421,0.0016444153467590243,143
6.630247402191162,0.5435192825787516,1.8312129020690917,0.5996721547779603,13,12,400,"{'max_depth': 13, 'min_samples_split': 12, 'n_estimators': 400}",-0.17784239496517132,-0.18283860223553355,-0.18173069134030884,-0.18104418199936773,-0.18004250477962047,-0.1806996750640004,0.001694261572573057,141
3.7734631538391112,0.6568104693022371,0.06836395263671875,0.0159050952616463,13,17,100,"{'max_depth': 13, 'min_samples_split': 17, 'n_estimators': 100}",-0.17903924264162258,-0.18420262051079153,-0.18241699010739781,-0.18175396006872202,-0.18112909803285035,-0.18170838227227687,0.0016843576453930212,184
3.599824237823486,0.1845177220230563,1.27620849609375,0.16622206466740386,13,17,200,"{'max_depth': 13, 'min_samples_split': 17, 'n_estimators': 200}",-0.17854980486579045,-0.18366367898388028,-0.1823804572228147,-0.18166069821703798,-0.1808424805586684,-0.18141942396963834,0.0017079845576438645,182
5.308634996414185,1.1322458883833846,1.453816032409668,0.4900399152778905,13,17,300,"{'max_depth': 13, 'min_samples_split': 17, 'n_estimators': 300}",-0.17857786437587317,-0.18341108782146462,-0.18220688835821544,-0.18159230714135785,-0.1807137889967605,-0.18130038733873433,0.0016197682979608343,175
6.737046766281128,1.4237982705942456,1.581810760498047,0.6010043055448792,13,17,400,"{'max_depth': 13, 'min_samples_split': 17, 'n_estimators': 400}",-0.17841485662055262,-0.183368212089797,-0.1821721917776114,-0.18146869626022738,-0.18057511730483644,-0.18119981481060496,0.0016652927703185519,172
3.5994256496429444,0.867914211449079,0.0708005428314209,0.015577798159151062,13,22,100,"{'max_depth': 13, 'min_samples_split': 22, 'n_estimators': 100}",-0.17944883388984598,-0.1847665961746336,-0.18283241749531715,-0.18227861977534643,-0.1817396900325813,-0.18221323147354487,0.0017189225551726688,188
3.5236209869384765,0.592510046400473,1.1016100883483886,0.24984546223124945,13,22,200,"{'max_depth': 13, 'min_samples_split': 22, 'n_estimators': 200}",-0.17910985566070045,-0.18428680207828038,-0.18285900190832874,-0.18210217238221588,-0.18137466232505076,-0.18194649887091524,0.0017150776585949095,187
5.726043558120727,0.7695641958102003,0.8390061855316162,0.5805881713241029,13,22,300,"{'max_depth': 13, 'min_samples_split': 22, 'n_estimators': 300}",-0.1791210367294704,-0.1840743127325069,-0.18279308266478564,-0.1819586956882401,-0.18123392158510537,-0.1818362098800217,0.0016537611136682982,186
7.005249929428101,0.8942261725928575,1.2896111488342286,0.8758860678659011,13,22,400,"{'max_depth': 13, 'min_samples_split': 22, 'n_estimators': 400}",-0.1789458192281229,-0.18403987201863242,-0.1827601791900734,-0.1818166026360107,-0.18107146859381487,-0.18172678833333084,0.0017081892478348955,185
4.278431987762451,0.41299258276958883,0.048601293563842775,0.03582929056908996,13,27,100,"{'max_depth': 13, 'min_samples_split': 27, 'n_estimators': 100}",-0.17980551533740227,-0.18517944235739703,-0.18340092072127212,-0.1827759268161369,-0.18225119924917269,-0.18268260089627622,0.0017448575342690037,192
3.811624622344971,1.7631976514477703,1.1556101799011231,0.4027595951307531,13,27,200,"{'max_depth': 13, 'min_samples_split': 27, 'n_estimators': 200}",-0.17949827297293527,-0.18476778564439117,-0.18335616415577388,-0.18263349884462984,-0.18195079526441074,-0.18244130337642817,0.0017428973148505924,191
5.8416365623474125,0.9096864188047656,1.277608871459961,0.1354018019644283,13,27,300,"{'max_depth': 13, 'min_samples_split': 27, 'n_estimators': 300}",-0.1796069468126429,-0.18461743019806737,-0.18329123488341767,-0.18247863275131604,-0.1817932876779051,-0.1823575064646698,0.0016659950094021505,190
7.021047067642212,0.8575542015715434,1.7966143131256103,0.8962941852767431,13,27,400,"{'max_depth': 13, 'min_samples_split': 27, 'n_estimators': 400}",-0.17940120226286874,-0.18462334737007238,-0.18330165720722774,-0.18235005248461192,-0.18165703502927555,-0.18226665887081125,0.0017443990101996443,189
5.818837976455688,0.9589680105846199,0.42760391235351564,0.4879980035656314,18,2,100,"{'max_depth': 18, 'min_samples_split': 2, 'n_estimators': 100}",-0.1767699966757732,-0.18140901791895803,-0.17993852103592786,-0.17867149948144717,-0.17835347200918106,-0.17902850142425747,0.0015607019749126277,55
8.864863443374634,1.9053548294164435,2.0024120807647705,0.16810920117273703,18,2,200,"{'max_depth': 18, 'min_samples_split': 2, 'n_estimators': 200}",-0.17607527284930935,-0.18050422309455225,-0.17966968832419386,-0.17866630149461166,-0.17802401327373346,-0.17858789980728013,0.001515253801439285,34
11.622080230712891,1.2634278414228284,2.3460185527801514,0.41048541864645616,18,2,300,"{'max_depth': 18, 'min_samples_split': 2, 'n_estimators': 300}",-0.17611142449095943,-0.18004195079044047,-0.17929470078219487,-0.17873240954839667,-0.17776272436906368,-0.17838864199621102,0.0013601500700193864,14
15.555307102203368,1.2205742362485572,3.9180317878723145,0.7564613069816548,18,2,400,"{'max_depth': 18, 'min_samples_split': 2, 'n_estimators': 400}",-0.17588771087740776,-0.1800287809924551,-0.17912382918621703,-0.1786071107810904,-0.17763787009495846,-0.17825706038642575,0.0014149226869236773,7
5.439983987808228,0.9906959625333515,1.3444121837615968,0.2153905002502665,18,7,100,"{'max_depth': 18, 'min_samples_split': 7, 'n_estimators': 100}",-0.1768845272128754,-0.18162780791400854,-0.17999056036848032,-0.17898532644781942,-0.17830925081419943,-0.17915949455147664,0.0015944884183121937,69
5.195437908172607,0.8574511197205293,1.377610731124878,0.625562602637303,18,7,200,"{'max_depth': 18, 'min_samples_split': 7, 'n_estimators': 200}",-0.1763614045879046,-0.18078244970279606,-0.1797137227208599,-0.17889044275863095,-0.1781004070149935,-0.17876968535703702,0.0014969808928636103,42
